id,publishedAt,salary,title,jobUrl,companyName,companyUrl,location,postedTime,applicationsCount,description,contractType,experienceLevel,workType,sector,companyId,posterProfileUrl,posterFullName
3847492034,2024-03-11,,Software Engineer- Backend,https://in.linkedin.com/jobs/view/software-engineer-backend-at-oracle-3847492034?trk=public_jobs_topcard-title,Oracle,https://www.linkedin.com/company/oracle?trk=public_jobs_topcard-org-name,"Bengaluru, Karnataka, India",3 weeks ago,Over 200 applicants,"Job Description

Are you passionate about building great cloud services and tools for software developers? Are you motivated to learn from industry experts and expand your horizons? If this is you, at Oracle you can design and build innovative new systems from the ground up. These are exciting times in our space - we are growing fast, still at an early stage, and working on new initiatives. An engineer at any level can have significant technical and business impact.




We build tools and services for new Infrastructure-as-a-Service technologies that operate at high scale in a broadly distributed multi-tenant cloud environment. Our mission is to give our customers best-in-class DevOps services to manage their code, build and deployments within OCI. We’re looking for hands-on engineers with expertise and passion in building DevOps platforms for our customers. We want to make DevOps a pleasant experience for our customers

As a Member of Technical Staff you will participate in design development of Oracles DevOps Services. You should be a rock solid coder and have passion to learn new technologies. You should value simplicity and scale, work comfortably in a collaborative, agile environment, and be excited to learn.




Basic Qualifications:

- 3+ years of experience with application development

- Proficient at programming in Java, and one other major programming/scripting language like Python or Go Lang.

- Strong distributed systems fundamentals

- Bachelors in computer science and Engineering or related engineering fields

Required Skills

Java (Programming Language)

Software Development




Preferred Qualifications:

- Strong distributed systems fundamentals

- Terraform experience

- Prior development experience with DevOps in a Public Cloud (like AWS, Azure or GCP) tools or services

- Masters degree in Computer Science




About Us

As a world leader in cloud solutions, Oracle uses tomorrow’s technology to tackle today’s problems. True innovation starts with diverse perspectives and various abilities and backgrounds.




When everyone’s voice is heard, we’re inspired to go beyond what’s been done before. It’s why we’re committed to expanding our inclusive workforce that promotes diverse insights and perspectives.

We’ve partnered with industry-leaders in almost every sector—and continue to thrive after 40+ years of change by operating with integrity.

Oracle careers open the door to global opportunities where work-life balance flourishes. We offer a highly competitive suite of employee benefits designed on the principles of parity and consistency. We put our people first with flexible medical, life insurance and retirement options. We also encourage employees to give back to their communities through our volunteer programs.

We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by calling +1 888 404 2494, option one.

Disclaimer:

Oracle is an Equal Employment Opportunity Employer*. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law.

* Which includes being a United States Affirmative Action Employer

",Full-time,Associate,Other,IT Services and IT Consulting,1028,https://in.linkedin.com/in/tridip-das,Tridip Das
3868956031,2024-03-26,,Software Engineer,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-3868956031?trk=public_jobs_topcard-title,Microsoft,https://www.linkedin.com/company/microsoft?trk=public_jobs_topcard-org-name,"Bengaluru, Karnataka, India",5 days ago,Over 200 applicants,"Have you ever imagined a world with an infinite amount of storage available and accessible to everyone? A place where everyone in the world can easily access their data from anywhere at any time via any means (e.g., mobile phones, tablets, PCs, smart devices, etc.). Did you ever desire a universally accessible storage system to record all the knowledge known to mankind or to store all the data collected from all the scientists in the world for them to collaborate upon? Do you want to be part of a team that strives to bring these to reality?

If so, the Microsoft Azure Storage team is what you are looking for. We are building Microsoft’s cloud storage solution - Microsoft Azure Storage, which is a massively scalable, highly distributed, ubiquitously accessible storage system, designed to scale out and serve the entire world. We continue to have tremendous hockey stick growth, we have many Exabyte’s of data stored, and are designing and building systems for Zettabyte scale to support demand growth for the coming years.

We are looking for engineers who are self-starters with a passion for learning and bringing fresh ideas to build high quality products. You will have opportunities to work on fast-paced teams and make high impact changes on a daily basis as you build world class services.

As a Software Engineer in the Azure Storage team, you will build, improve and support highly scalable, performant services that deliver highly reliable, secure and available access to storage for our customers. You will face challenges of monitoring, analyzing, and designing for ever-growing data needs of our customers and for ensuring data privacy, protection and compliance. This opportunity will allow you to develop your technical skills in cloud services and storage, accelerate career growth, and provide an opportunity to work in a highly dynamic, flexible, and globally distributed team.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

Responsibilities


 * Collaborates with appropriate stakeholders to determine user requirements for a scenario.
 * Creates and implements code for a product, service, or feature, reusing code as applicable.
 * Contributes to the identification of dependencies, and the development of design documents for end to end scenarios testing and test infrastructure with little oversight.  
 * Design and develop test automation tools and execute automation scripts.
 * Acts as a Designated Responsible Individual (DRI) and guides other engineers by developing and following the playbook, working on call to monitor system/product/service for degradation, downtime, or interruptions, alerting stakeholders about status and initiates actions to restore system/product/service for simple and complex problems when appropriate.
 * Proactively seeks new knowledge and adapts to new trends, technical solutions, and patterns that will improve the availability, reliability, efficiency, observability, and performance of products while also driving consistency in monitoring and operations at scale.
   
   

Qualifications

Required Qualifications:


 * Bachelor's Degree in Computer Science, or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python
    * OR equivalent experience.

 * Excellence in software engineering practices.
 * Knowledge of software QA methodologies, tools, and processes.
   

Other Qualifications


 * Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter.
   
   

Preferred Qualifications


 * Bachelor's Degree in Computer Science
    * OR related technical field AND 1+ year(s) technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, OR Python
    * OR Master's Degree in Computer Science or related technical field with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python
    * OR equivalent experience.

 * Develop or specify standards, methods, or procedures to determine product quality or release readiness.
 * Experience in building quality products and services preferably in distributed systems.
   

#azurecorejobs #AzStorageIDC

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Full-time,Not Applicable,Engineering and Information Technology,Software Development,1035,,
3865500882,2024-03-23,,Frontend-SDE-1,https://in.linkedin.com/jobs/view/frontend-sde-1-at-nxtwave-3865500882?trk=public_jobs_topcard-title,NxtWave,https://in.linkedin.com/school/nxtwavetech/?trk=public_jobs_topcard-org-name,"Hyderabad, Telangana, India",1 week ago,Over 200 applicants,"As a Frontend Developer at NxtWave, you




 * Get first hand experience of building applications and see them released quickly to the NxtWave learners (within weeks)
 * Get to take ownership of the features you build and work closely with the product team
 * Work in a great culture that continuously empowers you to grow in your career
 * Enjoy freedom to experiment & learn from mistakes (Fail Fast, Learn Faster)
 * NxtWave is one of the fastest growing edtech startups. Get first-hand experience in scaling the features you build as the company grows rapidly
 * Build in a world-class developer environment by applying clean coding principles, code architecture, etc.




Job Responsibilities:




 * Translating designs and wireframes into high quality code
 * Developing responsive UI components using React
 * Understanding existing architecture and build features on top of it
 * Building reusable components for future use
 * Working with open source libraries
 * Writing maintainable code by following Clean code guidelines
 * Troubleshooting and debugging on issues reported
 * Collaborating and working with project managers, designers, and peer developers
 * Aligning to Agile principles, and adhering to Sprint `methodology
 * Hiring & Mentoring of Software Development Interns




Qualifications and Skills:




 * 1-2 years of strong proficiency in HTML, CSS, and Javascript, Typescript
 * Previous experience working with REACT and understanding of tools like Babel, Webpack, NPM, etc.
 * Well versed with React ecosystem like React router, Hooks, CRA etc
 * Should have worked with state management libraries like Mobx or Redux or others
 * Good knowledge in Object oriented programming
 * Knowledge of building user friendly web applications according to Web standards (Accessibility, SEO etc)
 * Should have worked with RESTful APIs and backend services
 * Familiarity with Git
 * Should have a problem-solving and solution-seeking mindset
 * Good to have practice in writing unit and integration tests (Jest, Cypress) with high code coverage
 * Good to have experience working with design tools like Figma or Zeplin




Qualities we'd love to find in you:




 * The attitude to always strive for the best outcomes and an enthusiasm to deliver high quality software
 * Strong collaboration abilities and a flexible & friendly approach to working with teams
 * Strong determination with a constant eye on solutions
 * Creative ideas with problem solving mind-set
 * Be open to receiving objective criticism and improving upon it
 * Eagerness to learn and zeal to grow
 * Strong communication skills is a huge plus




Work Location: Hyderabad",Full-time,Entry level,Engineering and Information Technology,Education Administration Programs,71321041,,
3868953719,2024-03-26,,Software Engineer – Web,https://in.linkedin.com/jobs/view/software-engineer-%E2%80%93-web-at-microsoft-3868953719?trk=public_jobs_topcard-title,Microsoft,https://www.linkedin.com/company/microsoft?trk=public_jobs_topcard-org-name,"Hyderabad, Telangana, India",5 days ago,Over 200 applicants,"Join a team early in its journey towards massive growth. We’re the team driving consumer video at Microsoft – born from the Flipgrid camera and now proliferating throughout the company. Now we’re focused on growing Bing into the hub for consumer video and enabling video creation journeys across Microsoft. We’re looking for highly motivated engineers, with an interest and/or background in video to help us light up new video scenarios across the company. This role provides a unique opportunity to build for and directly impact multiple products simultaneously.

The WebXT organization in Microsoft has the mission of “Make the web work for you”. This team is comprised of several thousand software engineers working on Bing search, Edge browser, Maps, Ads, News, and other projects. Over the years we have developed deep technical expertise in various areas – Machine learning, NLP, speech, computer vision, large scale deployments and continue to innovate and delight customers across 236 regions, 106 languages and with half a billion users.  Please watch this  short video on our team which will give you an insight on why you should join us.

 

The STCI Team is part of Microsoft’s India Development Centre(IDC) in Hyderabad, Bengaluru and Noida (and home offices at cities across the country for the time being). The team is responsible for driving the overall strategy in search and AI Platforms – spanning consumer and enterprise customers. The team’s constant endeavor is to nurture an innovative, inclusive culture to enable one to build finely crafted Search & AI products and grow to be a leader. It is home to one of the largest groups of machine learning and AI talent, not just in IDC, but all of India.  Please visit our Instagram page   (@lifeatstci)  to get a peek into our culture.

Responsibilities

As a frontend engineer, you will be an integral part of our tight-knit group of dedicated problem solvers. The ideal candidate should be able to quickly make an impact on the web team and work with the larger WebXT team to help us achieve our objectives.


 * Deliver video experiences that are highly crafted and rewarding for users.
 * Collaborate with web, design, and product teams to ensure the goals of the product are aligned with the delivered feature or service.
 * Deliver experiences that are user-focused and adhere to accessibility standards.
 * Work with the product development team in driving innovative approaches to solving complex problems.
 * Maintain code standards regarding quality, privacy, accessibility, security, documentation, etc.
   
   

Qualifications


 * 2+ years of front-end web development experience (HTML, Javascript, CSS, Usability Testing).
 * Experience using a modern Javascript Framework (React, Vue, Angular).
 * A strong working knowledge interfacing with REST APIs.
 * Demonstrated ability to debug and troubleshoot Javascript and UI/CSS issues and knowledge of optimizations for high performance user experiences.
   
   

Bonus Credit For


 * Working knowledge of building rich multimedia experiences on web.
 * Developing features and experiences for large-scale, cross-browser applications across both mobile and desktop.
 * Experience with TypeScript
 * A working knowledge of CI and CD pipelines in a development cycle.
 * Experience building accessible applications that follow WCAG and ADA specifications.
   
   

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Full-time,Not Applicable,Engineering and Information Technology,Software Development,1035,,
3876713344,2024-03-31,,Software Engineer-Backend (Indus),https://in.linkedin.com/jobs/view/software-engineer-backend-indus-at-phonepe-3876713344?trk=public_jobs_topcard-title,PhonePe,https://in.linkedin.com/company/phonepe-internet?trk=public_jobs_topcard-org-name,"Bengaluru, Karnataka, India",1 day ago,Over 200 applicants,"About PhonePe Group:

PhonePe is India’s leading digital payments company with 50 crore (500 Million) registered users and 3.7 crore (37 Million) merchants covering over 99% of the postal codes across India. On the back of its leadership in digital payments, PhonePe has expanded into financial services (Insurance, Mutual Funds, Stock Broking, and Lending) as well as adjacent tech-enabled businesses such as Pincode for hyperlocal shopping and Indus App Store which is India's first localized App Store. The PhonePe Group is a portfolio of businesses aligned with the company's vision to offer every Indian an equal opportunity to accelerate their progress by unlocking the flow of money and access to services.

Culture

At PhonePe, we take extra care to make sure you give your best at work, Everyday! And creating the right environment for you is just one of the things we do. We empower people and trust them to do the right thing. Here, you own your work from start to finish, right from day one. Being enthusiastic about tech is a big part of being at PhonePe. If you like building technology that impacts millions, ideating with some of the best minds in the country and executing on your dreams with purpose and speed, join us!

Challenges

Building for Scale, Rapid Iterative Development, and Customer-centric Product Thinking at each step defines every day for a developer at PhonePe. Though we engineer for a 50million+ strong user base, we code with every individual user in mind. While we are quick to adopt the latest in Engineering, we care utmost for security, stability, and automation. Apply if you want to experience the best combination of passionate application development and product-driven thinking

As a Software Engineer:


 * You will build Robust and scalable web-based applications You will need to think of platforms & reuse
 * Build abstractions and contracts with separation of concerns for a larger scope
 * Drive problem-solving skills for high-level business and technical problems.
 * Do high-level design with guidance; Functional modeling, break-down of a module
 * Do incremental changes to architecture: impact analysis of the same
 * Do performance tuning and improvements in large scale distributed systems
 * Mentor young minds and foster team spirit, break down execution into phases to bring predictability to overall execution
 * Work closely with Product Manager to derive capability view from features/solutions, Lead execution of medium-sized projects
 * Work with broader stakeholders to track the impact of projects/features and proactively iterate to improve them As a senior software engineer you must have
 * Extensive and expert programming experience in at least one general programming language (e.g. Java, C, C++) & tech stack to write maintainable, scalable, unit-tested code.
 * Experience with multi-threading and concurrency programming
 * Extensive experience in object-oriented design skills, knowledge of design patterns, and huge passion and ability to design intuitive module and class-level interfaces
 * Excellent coding skills – should be able to convert the design into code fluently
 * Knowledge of Test Driven Development
 * Good understanding of databases (e.g. MySQL) and NoSQL (e.g. HBase, Elasticsearch, Aerospike, etc)
 * Strong desire to solving complex and interesting real-world problems
 * Experience with full life cycle development in any programming language on a Linux platform
 * Go-getter attitude that reflects in energy and intent behind assigned tasks
 * Worked in a startups environment with high levels of ownership and commitment
 * BTech, MTech, or Ph.D. in Computer Science or related technical discipline (or equivalent).
 * Experience in building highly scalable business applications, which involve implementing large complex business flows and dealing with a huge amount of data.
 * 1-4 years of experience in the art of writing code and solving problems on a Large Scale.
 * An open communicator who shares thoughts and opinions frequently listens intently and takes constructive feedback.
   
   

As a Software Engineer, good to have


 * The ability to drive the design and architecture of multiple subsystems
 * Ability to break-down larger/fuzzier problems into smaller ones in the scope of the product
 * Understanding of the industry’s coding standards and an ability to create appropriate technical documentation.
   
   

PhonePe Full Time Employee Benefits (Not applicable for Intern or Contract Roles)


 * Insurance Benefits - Medical Insurance, Critical Illness Insurance, Accidental Insurance, Life Insurance
 * Wellness Program - Employee Assistance Program, Onsite Medical Center, Emergency Support System
 * Parental Support - Maternity Benefit, Paternity Benefit Program, Adoption Assistance Program, Day-care Support Program
 * Mobility Benefits - Relocation benefits, Transfer Support Policy, Travel Policy
 * Retirement Benefits - Employee PF Contribution, Flexible PF Contribution, Gratuity, NPS, Leave Encashment
 * Other Benefits - Higher Education Assistance, Car Lease, Salary Advance Policy
   
   

Working at PhonePe is a rewarding experience! Great people, a work environment that thrives on creativity, the opportunity to take on roles beyond a defined job description are just some of the reasons you should work with us. Read more about PhonePe on our blog.

Life at PhonePe

PhonePe in the news",Full-time,Associate,Engineering,"Technology, Information and Internet",10479149,,
3868954065,2024-03-26,,Software Engineer,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-3868954065?trk=public_jobs_topcard-title,Microsoft,https://www.linkedin.com/company/microsoft?trk=public_jobs_topcard-org-name,"Noida, Uttar Pradesh, India",5 days ago,171 applicants,"Do you want to be a part of a multi-billion-dollar organization that is rapidly growing and is responsible for 200M MAU and exabytes of customer data in the cloud at high performance and scale? Do you want to work on technically challenging problems on the cloud in a full-stack environment, with an opportunity to influence the roadmap and vision of not only your team but your partner teams as well? If so, come join the OneDrive-SharePoint (ODSP) team as part of Office M365 ecosystem in Hyderabad!

SharePoint helps millions of people work better together and empowers the biggest companies in the world to solve mission critical problems. We create global scale services to store, secure and manage some of the most sensitive data on the planet.

We have fantastic opportunities and are on the front-line of making many of our next generation architecture investments to deliver multi-geo content store, amazing performance/scale/reliability, and security capabilities using scalable cloud distributed systems.

Responsibilities

Towards this vision, we are seeking a strong and highly motivated engineers to disrupt and build next generation of products and take it to the next level:


 * Lead the design/development of software and ensure its quality.
 * Defining new components with complete understanding of service interdependencies and limitations.
 * Possess knowledge and is curious to learn more about performance, scalability, enterprise system architecture, and engineering best practices.
 * Creating prototypes and proof-of-concepts for iterative development.
 * Work effectively with product development and engineering teams.
 * You must be self-driven, curious to learn, proactive, and result-oriented.
   
   

Join a team of builders and innovators that think outside the box. A team that’s committed to a low operational burden by designing for it. A team that puts work-life balance, personal and professional growth as a principle, not just a goal. If you enjoy working in a dynamic environment to deliver world class mission critical systems, this may be the career opportunity for you!

#SharePointIndia, #ExDIndiaAllJobs, #NextPlay

Qualifications

Qualifications


 * Bachelors, Masters, or PhD in computer science or equivalent
 * Strong CS fundamentals and exceptional coding skills
 * Good communication and cross group collaboration skills
 * Experience in Azure, Exchange, or other cloud and distributed systems is a big plus
   
   

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Full-time,Not Applicable,Engineering and Information Technology,Software Development,1035,,
3842584407,2024-03-05,,Software Development Engineer - I (Backend),https://in.linkedin.com/jobs/view/software-development-engineer-i-backend-at-coinswitch-3842584407?trk=public_jobs_topcard-title,CoinSwitch,https://in.linkedin.com/company/coinswitch?trk=public_jobs_topcard-org-name,"Bengaluru, Karnataka, India",3 weeks ago,Over 200 applicants,"About CoinSwitch

CoinSwitch breaks down the complexities in Crypto, empowering the everyday Indian to make informed investment decisions on a simple and trusted platform. When we started up, Crypto was a field reserved for specialists. Today, over 20 million users trust CoinSwitch to learn, purchase and invest in Crypto. That makes us India’s largest crypto app.




On CoinSwitch, users can invest in Crypto with a few simple taps, either as a one-time purchase or in regular intervals through an SIP. But simplicity is not a substitute for informed decisions. A CoinSwitch user spends 27 minutes on our app—to learn about Crypto and Web3 through our educational content and understand the market sentiments through CRE8, the Crypto Rupee Index.




But we are just getting started. CoinSwitch not only plans to double down on making Crypto accessible to everyone but is on track to become the one-stop wealth-tech destination for every Indian.




For more information about CoinSwitch, find additional resources here: https://linktr.ee/coinswitchcareers




What You Will Do

 * Build cutting-edge, scalable systems by writing simple and efficient code, and push your design.
 * Optimize APIs for any applications while creating and maintaining unit tests for new code and fixing defects.
 * Take initiative in developing and maintaining integrations of best practices within the backend group.
 * Design, develop, test, deploy, maintain, and improve software.
 * Monitor system uptime and errors to drive us toward a high performing and reliable product.
 * Take ownership and understand the need for code quality, elegance, and robust infrastructure.







What You Should Have

 * You have 1-3 years of experience in software development.
 * You have a strong understanding of Data Structures and Algorithms.
 * You are an incessant problem solver and the tougher the problem gets, the more fun you have.
 * You have strong command in any one or more of the following languages: Python, Java, Golang.
 * You understand the business impact of your decisions.







Life at CoinSwitch

We take great pride in what we do, and are committed to our mission. And we have a lot of fun while at it!

Here’s how we do things at CoinSwitch:

 * Customer-first: That’s the North Star. Everything we do is to make our users’ investment experience better and simplified.
 * Ownership: We don’t sport lab coats, but we experiment—a lot. And we take ownership. We even have a catchphrase for this: Think big, fail fast, and build better.
 * Data-driven: The source of truth. Simple as that.
 * Fun: PS5, anyone? Or do you prefer Foosball? Or perhaps Carrom? And yes, our HR team has a whole list of activities: Disco nights, off-sites, gift boxes, and more!




Speaking of lists, the perks and benefits are so extensive, this space isn’t enough. Here are a few:

 * Parenthood: Up to 8 months of Maternity leave and 1 month of Paternity leave
 * Gender Reassignment Surgery: Be the best version of you! We’ll support you and reimburse your medical bill.




Disclaimer: We are an equal opportunity employer committed to building a respectful and empowering work environment for all people to freely express themselves amongst colleagues who embrace diversity in all respects. Including fresh voices and unique points of view in all aspects of our business not only creates an environment where we can all grow and thrive but also increases our potential to produce work that better represents—and resonates with—the world around us.",Full-time,Entry level,Engineering,Financial Services,13437199,https://in.linkedin.com/in/ayushman-srivastava-4a5553170,Ayushman Srivastava
3852555996,2024-03-12,,Junior Software Engineer,https://in.linkedin.com/jobs/view/junior-software-engineer-at-cks-solutions-3852555996?trk=public_jobs_topcard-title,CKS SOLUTIONS,https://in.linkedin.com/company/ckssolutions?trk=public_jobs_topcard-org-name,"Agasthiswaram, Tamil Nadu, India",2 weeks ago,49 applicants,"Work Location : Nagercoil/Work From Office

Kanyakumari candidates will give preference

Required Skills


 * Any Technologies
 * Good Communication Skills
 * HTML, CSS, Java Script
 * Hands on experience in designing and developing APIs in .NET and .NET Core, Web services, C#
 * Familiarity with databases (e.g. MySQL, Mongo DB, Cosmos DB), web servers (e.g. Apache, Nginx)
 * Basic knowledge in developing and maintaining CI/CD process using tools like ADO,GIT etc
 * Angular 13, APIGEE and Azure API Manager, SQL DB",Full-time,Executive,Engineering and Information Technology,Information Technology & Services,69080948,,
3845664127,2024-03-04,,"Software Engineer, Geo",https://in.linkedin.com/jobs/view/software-engineer-geo-at-google-3845664127?trk=public_jobs_topcard-title,Google,https://www.linkedin.com/company/google?trk=public_jobs_topcard-org-name,"Bengaluru, Karnataka, India",4 weeks ago,Over 200 applicants,"Minimum qualifications:


 * Bachelor’s degree or equivalent practical experience.
 * 1 year of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
   
   

Preferred qualifications:


 * Master's degree or PhD in Computer Science or related technical field.
 * Experience developing accessible technologies.
   
   

About The Job

Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.

The Geo team is focused on building the most accurate, comprehensive, and useful maps for our users, through products like Maps, Earth, Street View, Google Maps Platform, and more. Every month, more than a billion people rely on Maps services to explore the world and navigate their daily lives.

The Geo team also enables developers to use the power of Google Maps platforms to enhance their apps and websites. As they plot a course for the future of mapping, they are solving complex computer science problems, designing beautiful and intuitive product experiences, and improving our understanding of the real world.

Responsibilities


 * Write product or system development code.
 * Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.
 * Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
 * Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
 * Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.
   
   
   

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",Full-time,Not Applicable,Information Technology and Engineering,"Information Services and Technology, Information and Internet",1441,,
3873254969,2024-03-28,,Software Development Engineer I - Backend Developer,https://in.linkedin.com/jobs/view/software-development-engineer-i-backend-developer-at-urban-company-3873254969?trk=public_jobs_topcard-title,Urban Company,https://in.linkedin.com/company/urbancompany?trk=public_jobs_topcard-org-name,"Gurgaon, Haryana, India",3 days ago,Over 200 applicants,"What are we looking for?


 * 0 - 2 years of experience are encouraged to apply for our backend Software Development Engineer (SDE) position
 * Mobile-first/mobile-web approach and design patterns
 * Knowledge (and preferably experience) of some backend and advanced front-end frameworks (E.g. React.JS, Grunt, Bower, AngularJS)
 * Bold and Brilliant - Ownership and problem solving skills
 * Create and Curate - Demonstrated design sensibilities
   
   

What can you expect?


 * A phenomenal work environment, with massive ownership and growth opportunities
 * Quick iterations and deployments – fail-fast attitude
 * Opportunity to work on cutting edge technologies, and lead small-large teams in the future
 * Market competitive salaries and stock options
 * Access to a world-class mentorship network
 * Massive and direct impact of the work you do on lives of people",Full-time,Entry level,Engineering and Information Technology,"Technology, Information and Internet",31274049,,
